seed_id,dataset,family,query,compound,entity,entity_type,template
disorder_03232,disorder,pair_core,Salvinorin A Treatment-resistant depression randomized placebo,Salvinorin A,Treatment-resistant depression,indication,{compound} {entity} randomized placebo
disorder_03233,disorder,pair_core,Salvinorin A Treatment-resistant depression treatment outcome,Salvinorin A,Treatment-resistant depression,indication,{compound} {entity} treatment outcome
disorder_03234,disorder,pair_core,Salvinorin A Major depressive disorder clinical trial,Salvinorin A,Major depressive disorder,indication,{compound} {entity} clinical trial
disorder_03235,disorder,pair_core,Salvinorin A Major depressive disorder randomized placebo,Salvinorin A,Major depressive disorder,indication,{compound} {entity} randomized placebo
disorder_03236,disorder,pair_core,Salvinorin A Major depressive disorder treatment outcome,Salvinorin A,Major depressive disorder,indication,{compound} {entity} treatment outcome
disorder_03237,disorder,pair_core,Salvinorin A Bipolar depression clinical trial,Salvinorin A,Bipolar depression,indication,{compound} {entity} clinical trial
disorder_03238,disorder,pair_core,Salvinorin A Bipolar depression randomized placebo,Salvinorin A,Bipolar depression,indication,{compound} {entity} randomized placebo
disorder_03239,disorder,pair_core,Salvinorin A Bipolar depression treatment outcome,Salvinorin A,Bipolar depression,indication,{compound} {entity} treatment outcome
disorder_03240,disorder,pair_core,Salvinorin A Persistent depressive disorder clinical trial,Salvinorin A,Persistent depressive disorder,indication,{compound} {entity} clinical trial
disorder_03241,disorder,pair_core,Salvinorin A Persistent depressive disorder randomized placebo,Salvinorin A,Persistent depressive disorder,indication,{compound} {entity} randomized placebo
disorder_03242,disorder,pair_core,Salvinorin A Persistent depressive disorder treatment outcome,Salvinorin A,Persistent depressive disorder,indication,{compound} {entity} treatment outcome
disorder_03243,disorder,pair_core,Salvinorin A Post-traumatic stress disorder clinical trial,Salvinorin A,Post-traumatic stress disorder,indication,{compound} {entity} clinical trial
disorder_03244,disorder,pair_core,Salvinorin A Post-traumatic stress disorder randomized placebo,Salvinorin A,Post-traumatic stress disorder,indication,{compound} {entity} randomized placebo
disorder_03245,disorder,pair_core,Salvinorin A Post-traumatic stress disorder treatment outcome,Salvinorin A,Post-traumatic stress disorder,indication,{compound} {entity} treatment outcome
disorder_03246,disorder,pair_core,Salvinorin A Complex post-traumatic stress disorder clinical trial,Salvinorin A,Complex post-traumatic stress disorder,indication,{compound} {entity} clinical trial
disorder_03247,disorder,pair_core,Salvinorin A Complex post-traumatic stress disorder randomized placebo,Salvinorin A,Complex post-traumatic stress disorder,indication,{compound} {entity} randomized placebo
disorder_03248,disorder,pair_core,Salvinorin A Complex post-traumatic stress disorder treatment outcome,Salvinorin A,Complex post-traumatic stress disorder,indication,{compound} {entity} treatment outcome
disorder_03249,disorder,pair_core,Salvinorin A Alcohol use disorder clinical trial,Salvinorin A,Alcohol use disorder,indication,{compound} {entity} clinical trial
disorder_03250,disorder,pair_core,Salvinorin A Alcohol use disorder randomized placebo,Salvinorin A,Alcohol use disorder,indication,{compound} {entity} randomized placebo
disorder_03251,disorder,pair_core,Salvinorin A Alcohol use disorder treatment outcome,Salvinorin A,Alcohol use disorder,indication,{compound} {entity} treatment outcome
disorder_03252,disorder,pair_core,Salvinorin A Tobacco use disorder clinical trial,Salvinorin A,Tobacco use disorder,indication,{compound} {entity} clinical trial
disorder_03253,disorder,pair_core,Salvinorin A Tobacco use disorder randomized placebo,Salvinorin A,Tobacco use disorder,indication,{compound} {entity} randomized placebo
disorder_03254,disorder,pair_core,Salvinorin A Tobacco use disorder treatment outcome,Salvinorin A,Tobacco use disorder,indication,{compound} {entity} treatment outcome
disorder_03255,disorder,pair_core,Salvinorin A Nicotine dependence clinical trial,Salvinorin A,Nicotine dependence,indication,{compound} {entity} clinical trial
disorder_03256,disorder,pair_core,Salvinorin A Nicotine dependence randomized placebo,Salvinorin A,Nicotine dependence,indication,{compound} {entity} randomized placebo
disorder_03257,disorder,pair_core,Salvinorin A Nicotine dependence treatment outcome,Salvinorin A,Nicotine dependence,indication,{compound} {entity} treatment outcome
