doi,classification,relation_or_failure_subtype,confidence,requested_title,identity_status,identity_basis,document_doi,document_title,title_similarity_header,title_coverage_front,target_title_score_full_artifact,target_title_exact_in_artifact,target_doi_literal_in_artifact,best_backend,fulltext_source,artifact_path,artifact_pdf_path,artifact_pdf_exists,current_candidate_pdf_path,current_candidate_pdf_exists,manual_import_reports,local_correct_text_status,exact_doi_pmcid,direct_xml_availability,openalex_is_oa,openalex_pdf_url,openalex_landing_url,remote_correct_text_status,current_kg_finding_count,repair_method,availability_caveat
10.1192/j.eurpsy.2025.864,proceedings_container,proceedings_or_multi_abstract_container,high,Outpatient Intravenous Ketamine Protocol for Psychiatric Care at the General Hospital of Corfu.,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1192/j.eurpsy.2025.863,Depression in multiple sclerosis and associated factors,0.2933,1.0,1.0,True,True,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2025_864.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1192_j.eurpsy.2025.864__460ac65fc7.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2025.864__460ac65fc7.pdf,True,,target_present_in_container_needs_segmentation,PMC12437441,,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/56608E67F70787FFC1539A2D5C627B95/S0924933825008648a.pdf/div-class-title-outpatient-intravenous-ketamine-protocol-for-psychiatric-care-at-the-general-hospital-of-corfu-div.pdf,https://doi.org/10.1192/j.eurpsy.2025.864,exact_pmc_record_available_xml_needs_probe,0,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1248/bpb.20.969,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,"Hair analysis for drugs of abuse. XVIII. 3,4-Methylenedioxymethamphetamine (MDMA) disposition in hair roots and use in identification of acute MDMA poisoning.",identity_unverified,insufficient document-level identifier or title evidence,,,,0.0,0.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1248_bpb_20_969.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1248_bpb.20.969__f05f729b2d.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1248_bpb.20.969__f05f729b2d.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1248/bpb.23.1521,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,"Effects of the 5-HT2A Receptor Agonist 1-(2,5-Dimethoxy-4-iodophenyl)-2-aminopropane (DOI) on Plasma Glucose and Glucagon Levels of Rats.",identity_unverified,insufficient document-level identifier or title evidence,,,,0.0,0.0,False,False,grobid,mechanistic,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1248_bpb_23_1521.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1248_bpb.23.1521__f78b333fcf.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1248_bpb.23.1521__f78b333fcf.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1254/fpj.102.113,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,"Effects of terguride, an regot alkaloid derivative, on the central nervous system: Biochemical and behavioral studies.",identity_unverified,insufficient document-level identifier or title evidence,,,,0.4,0.9,False,False,grobid,mechanistic,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1254_fpj_102_113.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1254_fpj.102.113__395526b8e3.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1254_fpj.102.113__395526b8e3.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.12775/qs.2024.35.57665,benign_conflict,grobid_related_doi_misidentification,high,Major Depressive Disorder as a Condition Negatively Impacting Both Mental and Physical Functioning. What to Do When There Is Treatment Resistance?,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.12775/qs.2025.37.57665,Major Depressive Disorder as a Condition Negatively Impacting Both Mental and Physical Functioning. What to Do When There Is a Treatment Resistance?,1.0,1.0,1.0,False,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_12775_qs_2024_35_57665.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.12775_qs.2024.35.57665__645fe7d760.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.12775_qs.2024.35.57665__645fe7d760.pdf,True,,correct_content_available_locally,,,True,https://apcz.umk.pl/QS/article/download/57665/41274,https://doi.org/10.12775/qs.2024.35.57665,oa_pdf_signal_requires_identity_validation,0,"Keep local text after front-page/title verification; mark conflicting DOI as a GROBID header misidentification, not a source DOI.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1371/journal.pone.0194984,correction_or_erratum,correction_original_relationship,high,Correction: The Ketamine Analogue Methoxetamine and 3- and 4-Methoxy Analogues of Phencyclidine Are High Affinity and Selective Ligands for the Glutamate NMDA Receptor,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1371/journal.pone.0059334pmid:23527166,Correction: The Ketamine Analogue Methoxetamine and 3-and 4-Methoxy Analogues of Phencyclidine Are High Affinity and Selective Ligands for the Glutamate NMDA Receptor,1.0,1.0,1.0,True,True,grobid,mechanistic,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1371_journal_pone_0194984.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1371_journal.pone.0194984__a718fe7ae5.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1371_journal.pone.0194984__a718fe7ae5.pdf,True,,related_correction_or_original_document_only,PMC5864080,,True,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0194984&type=printable,https://doi.org/10.1371/journal.pone.0194984,exact_pmc_record_available_xml_needs_probe,0,"Route correction/erratum/retraction as context-only and link it to the original DOI. If the requested record is the main article but the artifact is a correction, reacquire the main article.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.14232/phd.10730,benign_conflict,grobid_related_doi_misidentification,high,The pharmacological suppression of spreading depolarization in ischemic neuroprotection,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1111/bph.14611,The pharmacological suppression of spreading depolarization in ischemic neuroprotection,1.0,1.0,1.0,True,False,grobid,mechanistic,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_14232_phd_10730.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.14232_phd.10730__61d7e8434c.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.14232_phd.10730__61d7e8434c.pdf,True,,correct_content_available_locally,,,True,http://doktori.bibl.u-szeged.hu/10730/1/Thesis%20Szabo%20Irisz.pdf,https://doi.org/10.14232/phd.10730,oa_pdf_signal_requires_identity_validation,0,"Keep local text after front-page/title verification; mark conflicting DOI as a GROBID header misidentification, not a source DOI.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1523/jneurosci.07-03-00894.1987,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,Characterization of a novel 3H-5-hydroxytryptamine binding site subtype in bovine brain membranes,identity_unverified,insufficient document-level identifier or title evidence,,,,0.7778,1.0,False,False,grobid,mechanistic,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1523_jneurosci_07_03_00894_1987.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1523_jneurosci.07-03-00894.1987__01d0435f7d.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1523_jneurosci.07-03-00894.1987__01d0435f7d.pdf,True,,uncertain_quarantine,PMC6569069,,False,,,exact_pmc_record_available_xml_needs_probe,3,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1556/2054.2022.00200,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,Psychedelic therapy for body dysmorphic disorder,identity_unverified,insufficient document-level identifier or title evidence,,Psychedelic therapy for BDD,0.72,1.0,1.0,False,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1556_2054_2022_00200.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1556_2054.2022.00200__2f5aa43437.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1556_2054.2022.00200__2f5aa43437.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.17345/9788484248347,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,Ayahuasca: Between Cognition and Culture,identity_unverified,insufficient document-level identifier or title evidence,,"5-HT: 5-hydroxytryptamine AA: Alcoholics Anonymous APA: American Psychiatric Association AIDS: Acquired Immune Deficiency Syndrome ASCs: Altered States of Consciousness CSR: Cognitive Science of Religion CEFLURIS: Centro Eclético da Fluente Luz Universal Raimundo Irineu Serra DMT: N,N-dimethyltryptamine DSM: Diagnostic and Statistical Manual of Mental Disorders fMRI: Functional Magnetic Resonance Imaging HRS: Hallucinogen Rating Scale HIV: Human Immunodeficiency Virus ICD: International Classification of Diseases IDEAA: Instituto de Etnopsicología Amazónica Aplicada (Institute of Applied Amazonian Ethnopsychology) LSD: Lysergic Acid Diethylamide MCI: Minimal Counterintuitiveness MARC: Medical Anthropology Research Center NAC: Native American Church NGO: Non-Governmental Organization NIDA: National Institute of Drug Abuse NMDA: N-methyl-D-aspartic acid NRMs: New Religious Movements RCTs: Randomized Controlled Trials SPECT: Single Proton Emission Computed Tomography UDV: União do Vegetal URV: Universitat Rovira i Virgili",0.0037,0.6667,0.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_17345_9788484248347.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.17345_9788484248347__4961889d6d.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.17345_9788484248347__4961889d6d.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.17579/abstractbookdualdisorders-co-032,proceedings_container,proceedings_or_multi_abstract_container,high,EFFECTIVENESS AND TOLERABILITY OF INTRANASAL ESKETAMINE IN TREATMENT-RESISTANT DEPRESSION AND SUBSTANCE USE DISORDERS: SERIAL OF CLINICAL CASES,identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.17579/abstractbookdualdisorders-co-021,CLINICAL CASE REPORTS CASOS CLÍNICOS COMPLICADOS CR-001 NAVIGATING THE COMPLEXITIES OF DUAL-DIAGNOSIS: A CASE DISCUSSION,0.1065,0.0769,0.9091,False,True,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_17579_abstractbookdualdisorders_co_032.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.17579_abstractbookdualdisorders-co-032__6c57dd245f.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.17579_abstractbookdualdisorders-co-032__6c57dd245f.pdf,True,,target_present_in_container_needs_segmentation,,,True,https://doi.org/10.17579/abstractbookdualdisorders-co-032,http://doi.org/10.17579/abstractbookdualdisorders-co-032,oa_pdf_signal_requires_identity_validation,10,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
