finding_id,study_doi,compound,entity_label,domain,evidence_type,entity_role,support,outcome_measure,population,study_design,graph_admission_status,kg_entity_kind_override,paper_type,endpoint_label_source,graph_overview_subjects_json,graph_parent_label,proposition_group_id,assessment,matching_edge_in_active_bootstrap,category,proposed_destination,rationale,assessment_basis,rules
finding:4db20b1685ad6e6e35,10.1016/s0006-3223(99)00194-8,Ketamine,Schizophrenia,clinical_outcome,primary_evidence,,"Group results show that psychosis increase is mild to moderate and brief, anxiety is mild and brief, and no evidence of prolonged adverse effects was found. Few 'worst case' incidents were identified and were managed successfully in a short time period.",Brief Psychiatric Rating Scale (implied by MeSH); qualitative and quantitative analysis of psychosis and anxiety,Schizophrenia subjects in North American ketamine studies,Qualitative and quantitative analysis of data from multiple challenge studies,main_graph,condition_indication,primary_study,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:7aee790bf042aafd4d,high_confidence_semantic_misclassification,True,safety_in_conditions,Safety; cognitive findings may also support Cognition,"The reported endpoint is adverse events, safety/tolerability, risk, or absence of harm. A patient diagnosis or treatment setting has been promoted as the outcome. Preserve null safety results and distinguish transient effects from clinical harm.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_safety']
finding:2ff63aa2359b1e3802,10.1016/j.euroneuro.2024.05.009,S-ketamine,Treatment-resistant depression,clinical_outcome,primary_evidence,,Significantly fewer patients treated with esketamine NS discontinued treatment due to adverse events compared to those treated with quetiapine XR.,Treatment-emergent adverse events (TEAEs) leading to treatment discontinuation,Patients with TRD on ongoing SSRI/SNRI,"Open-label, rater-blinded, active-controlled, phase IIIb, randomised study",main_graph,condition_indication,primary_study,,"[{""kind"": ""atomic_compound"", ""label"": ""S-ketamine"", ""reason"": ""focal_compound_with_exposure_detail""}]",,proposition:9efcdab9218c9113f1,high_confidence_semantic_misclassification,True,safety_in_conditions,Safety; cognitive findings may also support Cognition,"The reported endpoint is adverse events, safety/tolerability, risk, or absence of harm. A patient diagnosis or treatment setting has been promoted as the outcome. Preserve null safety results and distinguish transient effects from clinical harm.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_safety']
finding:ae0d6ee8eb34d8d8d5,10.1016/j.euroneuro.2024.05.009,S-ketamine,Treatment-resistant depression,clinical_outcome,primary_evidence,,Esketamine NS was associated with a significantly lower overall proportion of study intervention days with adverse events compared to quetiapine XR.,Proportion of study intervention days with TEAEs,Patients with TRD on ongoing SSRI/SNRI,"Open-label, rater-blinded, active-controlled, phase IIIb, randomised study",main_graph,condition_indication,primary_study,,"[{""kind"": ""atomic_compound"", ""label"": ""S-ketamine"", ""reason"": ""focal_compound_with_exposure_detail""}]",,proposition:c270d901f652d25e8b,high_confidence_semantic_misclassification,True,safety_in_conditions,Safety; cognitive findings may also support Cognition,"The reported endpoint is adverse events, safety/tolerability, risk, or absence of harm. A patient diagnosis or treatment setting has been promoted as the outcome. Preserve null safety results and distinguish transient effects from clinical harm.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_safety']
finding:8f03f3a02d7e782184,10.1177/28314425251404460,Psilocybin,Distress associated with life-threatening disease,clinical_outcome,primary_evidence,,"The study describes a group facilitation model for psilocybin therapy in patients with metastatic cancer and moderate-to-severe anxiety or depression, reporting that the model is associated with empirically demonstrated safety and efficacy outcomes.",,People with metastatic cancer who had moderate or severe symptoms of anxiety or depression,Phase 1/2 clinical trial,main_graph,condition_indication,primary_study,,"[{""kind"": ""atomic_compound"", ""label"": ""Psilocybin"", ""reason"": ""controlled_atomic_compound""}]",,proposition:5a788316d66344d415,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:b4d2add34f186420e5,10.1177/0269881113486718,Ketamine,Suicidality,clinical_outcome,primary_evidence,,"Two of three subjects with OCD and extensive psychiatric comorbidity (but minimal depressive symptoms at baseline) experienced delayed-onset dysphoria, worsening anxiety, and suicidal thinking.",,OCD with extensive psychiatric comorbidity and minimal baseline depression,Case series within open-label trial,main_graph,condition_indication,primary_study,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:2328a0afe68e299fe4,high_confidence_semantic_misclassification,True,safety_in_conditions,Safety; cognitive findings may also support Cognition,"The reported endpoint is adverse events, safety/tolerability, risk, or absence of harm. A patient diagnosis or treatment setting has been promoted as the outcome. Preserve null safety results and distinguish transient effects from clinical harm.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_safety']
finding:b5a89a5816fd0faa89,10.1016/j.ajp.2024.104171,Ketamine,Treatment-resistant depression,clinical_outcome,primary_evidence,,"Overall dropout was significantly lower with oral ketamine compared to IV ketamine, suggesting better acceptance and tolerability in this setting.",Dropout rate,Outpatients with treatment-resistant depression (TRD),"Randomised, open-label, pragmatic pilot comparison",main_graph,condition_indication,primary_study,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:33a6aa7b6b4291be45,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:2c602288f887028361,10.1136/bmj-2021-067194,Ketamine,Suicidality,clinical_outcome,primary_evidence,,Ketamine significantly increased the rate of full suicidal remission at day 3 compared to placebo in a large randomized controlled trial of hospitalized patients.,"Scale for Suicidal Ideation (SSI), clinician rated",Hospitalized psychiatric patients with severe suicidal ideation,"Double blind, randomised placebo controlled trial",main_graph,condition_indication,primary_study,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:3be24683f023f03ff4,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:551844ce9710d8af96,10.1016/j.jpeds.2012.12.077,Ketamine,Chronic pain,clinical_outcome,primary_evidence,,"Of the three participants meeting the cutoff for neuropathic pain at baseline, one showed a reduction in DN4 score to 0, while the other two showed no change or worsening.",Douleur Neuropathique 4 questions (DN4),subgroup with neuropathic pain (DN4 score >= 4),"prospective, phase 1, dose-escalation study using a modified continual reassessment method",main_graph,condition_indication,primary_study,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:cea802b6a9af609da6,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:6ad3d59a794bcf678a,10.1192/bjo.2018.51,Ketamine,Major depressive disorder,clinical_outcome,primary_evidence,,Qualitative analysis of comments from those seeking ketamine reveals high levels of desperation and dissatisfaction with conventional antidepressant efficacy or tolerability.,Qualitative analysis of free-text survey comments,Subgroup of survey respondents providing free-text comments,Qualitative analysis of survey comments,main_graph,condition_indication,primary_study,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:09691e11861ef8c617,high_confidence_semantic_misclassification,True,intervention_context_in_conditions,Intervention context / Real-world attitudes,"Finding concerns acceptability, preferences, treatment preparation or willingness to participate rather than treatment efficacy.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_safety']
finding:ca7d7d3818939181c5,10.3389/fpsyt.2021.713141,Ketamine,Bipolar II disorder,clinical_outcome,primary_evidence,,"Patient VI showed substantial decreases in symptoms related to both depression and mania and improved functioning, with significantly improved relative perfusion on SPECT.",Psychometric assessments and Brain SPECT imaging,43-year-old male with impulsive behavior and life stressors,Retrospective case series,main_graph,condition_indication,primary_study,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""focal_compound_with_exposure_detail""}]",,proposition:80626c8a057c21f238,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:17a15ce0c2ffa710bb,10.1089/cap.2006.16.767,LSD,Suicidality,clinical_outcome,primary_evidence,,Suicide attempters in a population of adolescent psychotic inpatients reported considerably greater usage of LSD compared to non-attempters.,Suicide attempts,Adolescent inpatients diagnosed with schizophrenia or schizoaffective disorder,10-year naturalistic retrospective study,main_graph,condition_indication,primary_study,,"[{""kind"": ""atomic_compound"", ""label"": ""LSD"", ""reason"": ""controlled_atomic_compound""}]",,proposition:0b26beff5f3bdd716d,high_confidence_semantic_misclassification,True,exposure_context_in_conditions,Real-world / risk association,"User versus non-user or attempter comparisons describe an exposure association, not therapeutic administration.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_safety']
finding:5e152fe8a05c9b53bc,10.1089/cap.2006.16.767,MDMA,Suicidality,clinical_outcome,primary_evidence,,Suicide attempters in a population of adolescent psychotic inpatients reported significantly more usage of MDMA compared to non-attempters.,Suicide attempts,Adolescent inpatients diagnosed with schizophrenia or schizoaffective disorder,10-year naturalistic retrospective study,main_graph,condition_indication,primary_study,,"[{""kind"": ""atomic_compound"", ""label"": ""MDMA"", ""reason"": ""controlled_atomic_compound""}]",,proposition:2026eaaa526c85c4d9,high_confidence_semantic_misclassification,True,exposure_context_in_conditions,Real-world / risk association,"User versus non-user or attempter comparisons describe an exposure association, not therapeutic administration.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_safety']
finding:9c4178313fe78fbd32,10.1016/j.ajp.2024.104159,Ketamine,Bipolar depression,clinical_outcome,primary_evidence,,"Treatment-emergent symptoms (symptoms absent at baseline but present at study end) included decreased appetite, increased weight, hypersomnia, and diurnal mood variation; 13.6% of patients reported treatment-emergent thoughts of death or suicide.",Inventory of Depressive Symptomatology Self-Report 30 (IDS-SR30),Treatment-resistant patients maintaining baseline psychotropic and chronic somatic treatments,Retrospective cross-sectional descriptive study,main_graph,condition_indication,primary_study,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:83f23f7fa58edaca95,high_confidence_semantic_misclassification,True,safety_in_conditions,Safety; cognitive findings may also support Cognition,"The reported endpoint is adverse events, safety/tolerability, risk, or absence of harm. A patient diagnosis or treatment setting has been promoted as the outcome. Preserve null safety results and distinguish transient effects from clinical harm.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_safety']
