normalization_status,normalization_notes,compound,target,disorder,canonical_compound,canonical_entity,compound_original,target_original,disorder_original,graph_entity_original,raw_entity_label,entity_role,graph_entity_label,graph_entity_type,graph_include_candidate,study_doi,study_title,claim_type,clinical_context_condition,graph_exclusion_reason,outcome_type,outcome_domain,result_direction,outcome_measure,outcome_measure_normalized,population,system,authors,study_year,paper_type,source,source_type,source_family,paper_assessment_route,evidence_strength,support,confidence,needs_human_review,supporting_quote,access_level,source_access_level,evidence_location,evidence_locator,study_design,funding,conflicts_of_interest,risk_of_bias_summary,notes,study_journal,publication_type,publication_date,journal_issn,journal_eissn,publisher,evidence_level,normalization_dataset,normalization_entity_category,compound_match_type,entity_match_type,compound_match_value,entity_match_value,compound_registry_status,entity_registry_status,compound_ids,entity_ids,entity_candidate_label,entity_candidate_score,language,mesh_terms,keywords,trial_registry_ids,funders,grant_ids,related_dois,publication_relations,has_correction,semantic_scholar_id
entity_unmapped,graph entity `rapid-acting antidepressant effects in treatment-resistant depression` did not match registry,ketamine,,rapid-acting antidepressant effects in treatment-resistant depression,Ketamine,,,,,,rapid-acting antidepressant effects in treatment-resistant depression,therapeutic_indication,rapid-acting antidepressant effects in treatment-resistant depression,indication,True,10.18192/uojm.v15i2.7456,The Psychedelic Frontier: A Cross-Specialty Review of Healthcare Providers' Attitudes on Psychedelic-Assisted Therapy in the US,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Stefan Sampy; Rohan Sampy,2025,systematic_review,doi,systematic_review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"Yet, growing evidence for its rapid-acting antidepressant effects in treatment-resistant depression has led to broader acceptance, particularly in psychiatric settings, though concerns about long-term cognitive risks and misuse remain.",secondary_summary,full_text_seen,text,C007,systematic review,,There are no conflicts of interest to declare.,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",University of Ottawa Journal of Medicine,journal-article,2025-12-09,2292-650X,2292-6518,University of Ottawa Library,low,disorder,disorders,label,,ketamine,rapid-acting antidepressant effects in treatment-resistant depression,needs_external_id_lookup,,{},{},Treatment-resistant depression,0.6061,,,,,,,,,,
entity_unmapped,graph entity `reduced executive functioning` did not match registry,LSD,,reduced executive functioning,LSD,,,,,,reduced executive functioning,therapeutic_indication,reduced executive functioning,indication,True,10.3389/fphar.2021.739966,Neuropsychological Functioning in Users of Serotonergic Psychedelics – A Systematic Review and Meta-Analysis,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Lukas A. Basedow; Thomas G. Riemer; Simon Reiche; Reinhold Kreutz; Tomislav Majić,2021,meta_analysis,doi,meta_analysis,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"While LSD users showed reduced executive functioning and peyote users showed no differences across domains, there is some evidence that ayahuasca use is associated with increased executive functioning.",secondary_summary,full_text_seen,abstract,Abstract,systematic review and meta-analysis,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Frontiers in Pharmacology,journal-article,2021-09-16,1663-9812,,Frontiers Media SA,low,disorder,disorders,label,,LSD,reduced executive functioning,needs_external_id_lookup,,{},{},cocaine addiction,0.4348,eng,,LSD | attention | ayahuasca | inhibition | memory | neuropsychology | peyote | psychedelic,,,,,,,
entity_unmapped,graph entity `increased executive functioning` did not match registry,ayahuasca,,increased executive functioning,Ayahuasca,,,,,,increased executive functioning,therapeutic_indication,increased executive functioning,indication,True,10.3389/fphar.2021.739966,Neuropsychological Functioning in Users of Serotonergic Psychedelics – A Systematic Review and Meta-Analysis,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Lukas A. Basedow; Thomas G. Riemer; Simon Reiche; Reinhold Kreutz; Tomislav Majić,2021,meta_analysis,doi,meta_analysis,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"While LSD users showed reduced executive functioning and peyote users showed no differences across domains, there is some evidence that ayahuasca use is associated with increased executive functioning.",secondary_summary,full_text_seen,abstract,Abstract,systematic review and meta-analysis,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Frontiers in Pharmacology,journal-article,2021-09-16,1663-9812,,Frontiers Media SA,low,disorder,disorders,label,,ayahuasca,increased executive functioning,mixture_needs_component_mapping,,{},{},cancer related depression,0.4643,eng,,LSD | attention | ayahuasca | inhibition | memory | neuropsychology | peyote | psychedelic,,,,,,,
compound_unmapped,compound `peyote` did not match registry,peyote,,neuropsychological functioning,,,,,,,neuropsychological functioning,therapeutic_indication,neuropsychological functioning,indication,True,10.3389/fphar.2021.739966,Neuropsychological Functioning in Users of Serotonergic Psychedelics – A Systematic Review and Meta-Analysis,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Lukas A. Basedow; Thomas G. Riemer; Simon Reiche; Reinhold Kreutz; Tomislav Majić,2021,meta_analysis,doi,meta_analysis,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"While LSD users showed reduced executive functioning and peyote users showed no differences across domains, there is some evidence that ayahuasca use is associated with increased executive functioning.",secondary_summary,full_text_seen,abstract,Abstract,systematic review and meta-analysis,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Frontiers in Pharmacology,journal-article,2021-09-16,1663-9812,,Frontiers Media SA,low,disorder,disorders,,,peyote,neuropsychological functioning,,,{},{},Neuropathic pain,0.5217,eng,,LSD | attention | ayahuasca | inhibition | memory | neuropsychology | peyote | psychedelic,,,,,,,
entity_unmapped,graph entity `psychopathologies` did not match registry,psilocybin,,psychopathologies,Psilocybin,,,,,,psychopathologies,therapeutic_indication,psychopathologies,indication,True,10.3390/jcm14186613,Evolution and Comparative Analysis of Clinical Trials on Psilocybin in the Treatment of Psychopathologies: Trends in the EU and the US,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Anastasia Calin; Ana Flavia Burlec; Cornelia Mircea; Irina Macovei; Monica Hancianu; Andreia Corciova,2025,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,This study examines the development of clinical trials investigating psilocybin for the treatment of psychopathologies,secondary_summary,full_text_seen,abstract,"Abstract, C001",comparative analysis of clinical trials,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Journal of Clinical Medicine,journal-article,2025-09-19,2077-0383,,MDPI AG,low,disorder,disorders,label,,psilocybin,psychopathologies,needs_external_id_lookup,,{},{},alcoholism,0.5185,eng,,clinical trials | psilocybin | psychedelics | psychopathologies | regulatory policies,,,,,,,
entity_unmapped,graph entity `mental disorders` did not match registry,psilocybin,,mental disorders,Psilocybin,,,,,,mental disorders,therapeutic_indication,mental disorders,indication,True,10.3390/jcm14186613,Evolution and Comparative Analysis of Clinical Trials on Psilocybin in the Treatment of Psychopathologies: Trends in the EU and the US,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Anastasia Calin; Ana Flavia Burlec; Cornelia Mircea; Irina Macovei; Monica Hancianu; Andreia Corciova,2025,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"Over the past two decades, psilocybin and other substances in the psychedelic class have entered a new phase of scientific exploration, being investigated for their therapeutic potential in treating a wide range of mental disorders.",secondary_summary,full_text_seen,text,"S006, C005",comparative analysis of clinical trials,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Journal of Clinical Medicine,journal-article,2025-09-19,2077-0383,,MDPI AG,low,disorder,disorders,label,,psilocybin,mental disorders,needs_external_id_lookup,,{},{},Eating disorders,0.75,eng,,clinical trials | psilocybin | psychedelics | psychopathologies | regulatory policies,,,,,,,
normalized,compound and graph entity matched local registry,psilocybin,,major depression,Psilocybin,Major depressive disorder,,,,,major depression,therapeutic_indication,major depression,indication,True,10.3390/jcm14186613,Evolution and Comparative Analysis of Clinical Trials on Psilocybin in the Treatment of Psychopathologies: Trends in the EU and the US,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Anastasia Calin; Ana Flavia Burlec; Cornelia Mircea; Irina Macovei; Monica Hancianu; Andreia Corciova,2025,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,Among the most common conditions studied in research proposing psilocybin as a therapy are major depression (MD),secondary_summary,full_text_seen,text,"S006, C005",comparative analysis of clinical trials,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Journal of Clinical Medicine,journal-article,2025-09-19,2077-0383,,MDPI AG,low,disorder,disorders,label,alias,psilocybin,major depression,needs_external_id_lookup,needs_external_id_lookup,{},{},Major depressive disorder,1.0,eng,,clinical trials | psilocybin | psychedelics | psychopathologies | regulatory policies,,,,,,,
entity_unmapped,graph entity `recurrent depressive disorder` did not match registry,psilocybin,,recurrent depressive disorder,Psilocybin,,,,,,recurrent depressive disorder,therapeutic_indication,recurrent depressive disorder,indication,True,10.3390/jcm14186613,Evolution and Comparative Analysis of Clinical Trials on Psilocybin in the Treatment of Psychopathologies: Trends in the EU and the US,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Anastasia Calin; Ana Flavia Burlec; Cornelia Mircea; Irina Macovei; Monica Hancianu; Andreia Corciova,2025,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,recurrent depressive disorder (RDD),secondary_summary,full_text_seen,text,"S006, C005",comparative analysis of clinical trials,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Journal of Clinical Medicine,journal-article,2025-09-19,2077-0383,,MDPI AG,low,disorder,disorders,label,,psilocybin,recurrent depressive disorder,needs_external_id_lookup,,{},{},Persistent depressive disorder,0.8136,eng,,clinical trials | psilocybin | psychedelics | psychopathologies | regulatory policies,,,,,,,
normalized,compound and graph entity matched local registry,psilocybin,,anxiety disorders,Psilocybin,Anxiety,,,,,anxiety disorders,therapeutic_indication,anxiety disorders,indication,True,10.3390/jcm14186613,Evolution and Comparative Analysis of Clinical Trials on Psilocybin in the Treatment of Psychopathologies: Trends in the EU and the US,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Anastasia Calin; Ana Flavia Burlec; Cornelia Mircea; Irina Macovei; Monica Hancianu; Andreia Corciova,2025,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,anxiety disorders (AD),secondary_summary,full_text_seen,text,"S006, C005",comparative analysis of clinical trials,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Journal of Clinical Medicine,journal-article,2025-09-19,2077-0383,,MDPI AG,low,disorder,disorders,label,alias,psilocybin,anxiety disorders,needs_external_id_lookup,broad_category_needs_external_id_lookup,{},{},Anxiety,1.0,eng,,clinical trials | psilocybin | psychedelics | psychopathologies | regulatory policies,,,,,,,
normalized,compound and graph entity matched local registry,psilocybin,,post-traumatic stress disorder,Psilocybin,Post-traumatic stress disorder,,,,,post-traumatic stress disorder,therapeutic_indication,post-traumatic stress disorder,indication,True,10.3390/jcm14186613,Evolution and Comparative Analysis of Clinical Trials on Psilocybin in the Treatment of Psychopathologies: Trends in the EU and the US,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Anastasia Calin; Ana Flavia Burlec; Cornelia Mircea; Irina Macovei; Monica Hancianu; Andreia Corciova,2025,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,post-traumatic stress disorder (PTSD),secondary_summary,full_text_seen,text,"S006, C005",comparative analysis of clinical trials,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Journal of Clinical Medicine,journal-article,2025-09-19,2077-0383,,MDPI AG,low,disorder,disorders,label,label,psilocybin,post-traumatic stress disorder,needs_external_id_lookup,needs_external_id_lookup,{},{},Post-traumatic stress disorder,1.0,eng,,clinical trials | psilocybin | psychedelics | psychopathologies | regulatory policies,,,,,,,
entity_unmapped,graph entity `substance use disorders and addictions` did not match registry,psilocybin,,substance use disorders and addictions,Psilocybin,,,,,,substance use disorders and addictions,therapeutic_indication,substance use disorders and addictions,indication,True,10.3390/jcm14186613,Evolution and Comparative Analysis of Clinical Trials on Psilocybin in the Treatment of Psychopathologies: Trends in the EU and the US,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Anastasia Calin; Ana Flavia Burlec; Cornelia Mircea; Irina Macovei; Monica Hancianu; Andreia Corciova,2025,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,substance use disorders and addictions,secondary_summary,full_text_seen,text,"S006, C005",comparative analysis of clinical trials,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Journal of Clinical Medicine,journal-article,2025-09-19,2077-0383,,MDPI AG,low,disorder,disorders,label,,psilocybin,substance use disorders and addictions,needs_external_id_lookup,,{},{},Substance use disorder,0.7333,eng,,clinical trials | psilocybin | psychedelics | psychopathologies | regulatory policies,,,,,,,
