study_doi,notes,study_title,evidence_location,study_year,source,source_type,evidence_locator,authors,access_level,disorder,compound,openalex_id,evidence_level,study_design,system,population,outcome_type,outcome_measure,paper_type,result_direction,demoted_from,cleanup_bucket,recommended_action,cleanup_issues,original_row_index,demoted_at
10.3389/fpsyt.2023.1250980,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields,ICEBERG study: an indirect adjusted comparison estimating the long-term benefit of esketamine nasal spray when compared with routine treatment of treatment resistant depression in general psychiatry,mixed,2023,doi,primary_study,"Abstract snippet: Background Treatment resistant depression (TRD) affects 10–30% of patients with major depressive disorder. In 4-week trials, esketamine nasal spray (NS) was efficacious v",Albino J. Oliveira‐Maia; Joachim Morrens; Benoît Rive; Yordan Godinov; Jedelyn Cabrieto; Nolen Joy Perualila; S. Barbreau; Siobhán Mulhern-Haughey,full_text_seen,Treatment-resistant depression,S-ketamine,,medium,open_label_trial,preclinical,adults with treatment-resistant depression,reduces depressive symptoms,MADRS,conference_or_poster_abstract,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is conference/poster; source_type says primary_study but paper_type is weak; full_text_seen still points to abstract snippet,397,2026-03-12T15:16:48.883038+00:00
10.3389/fpsyt.2023.1250987,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields,Indirect adjusted comparison of 6-month clinical outcomes between esketamine nasal spray and other real-world polypharmacy treatment strategies for treatment resistant depression: results from the ICEBERG study,mixed,2023,doi,primary_study,"Abstract snippet: Background The efficacy of esketamine nasal spray (NS) as a rapid-acting agent for treatment resistant depression (TRD) was demonstrated in comparisons with placebo, when",Albino J. Oliveira‐Maia; Benoît Rive; Joachim Morrens; Yordan Godinov; Jedelyn Cabrieto; Nolen Joy Perualila; Siobhán Mulhern-Haughey,full_text_seen,Treatment-resistant depression,S-ketamine,,medium,open_label_trial,preclinical,adults with treatment-resistant depression,reduces depressive symptoms,MADRS,conference_or_poster_abstract,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is conference/poster; source_type says primary_study but paper_type is weak; full_text_seen still points to abstract snippet,398,2026-03-12T15:16:48.883038+00:00
10.3389/fpsyt.2023.1278823,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields,"Safety, feasibility, tolerability, and clinical effects of repeated psilocybin dosing combined with non-directive support in the treatment of obsessive-compulsive disorder: protocol for a randomized, waitlist-controlled trial with blinded ratings",figure,2024,doi,primary_study,"Abstract snippet: Background To date, few randomized controlled trials of psilocybin with non-directive support exist for obsessive-compulsive disorder (OCD). Results and participant feedb",Terence H. W. Ching; Lucia Amoroso; Calvin Bohner; Elizabeth J. D’Amico; Jeffrey Eilbott; Tara Entezar; Madison Fitzpatrick; Geena Fram; Rachael Grazioplene; Jamila Hokanson,full_text_seen,Obsessive-compulsive disorder,Psilocybin,,high,randomized_controlled_trial,preclinical,adults with obsessive-compulsive disorder,improves clinical symptoms,MADRS,protocol,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is protocol; source_type says primary_study but paper_type is weak; high evidence attached to weak paper_type; full_text_seen still points to abstract snippet,399,2026-03-12T15:16:48.883038+00:00
10.3389/fpsyt.2024.1325399,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields,Efficacy and safety of ketamine and esketamine for unipolar and bipolar depression: an overview of systematic reviews with meta-analysis,mixed,2024,doi,primary_study,"Abstract snippet: Background Unipolar and bipolar depression present treatment challenges, with patients sometimes showing limited or no response to standard medications. Ketamine and its",Alessandro Rodolico; Pierfelice Cutrufelli; Antonio Di Francesco; Andrea Aguglia; G Catania; Carmen Concerto; Alessandro Cuomo; Andrea Fagiolini; Giuseppe Lanza; Ludovico Mineo,full_text_seen,Suicidal ideation,Ketamine,,high,randomized_controlled_trial,preclinical,adults with suicidal ideation,improves clinical symptoms,BDI,protocol,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is protocol; source_type says primary_study but paper_type is weak; high evidence attached to weak paper_type; full_text_seen still points to abstract snippet,400,2026-03-12T15:16:48.883038+00:00
10.3389/fpsyt.2024.1372373,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields,"Corrigendum: Safety, feasibility, tolerability, and clinical effects of repeated psilocybin dosing combined with non-directive support in the treatment of obsessive-compulsive disorder: protocol for a randomized, waitlist-controlled trial with blinded ratings",text,2024,doi,primary_study,Abstract snippet: [This corrects the article DOI: 10.3389/fpsyt.2023.1278823.].,Terence H. W. Ching; Lucia Amoroso; Calvin Bohner; Elizabeth J. D’Amico; Jeffrey Eilbott; Tara Entezar; Madison Fitzpatrick; Geena Fram; Rachael Grazioplene; Jamila Hokanson,full_text_seen,Obsessive-compulsive disorder,Psilocybin,,high,randomized_controlled_trial,preclinical,adults with obsessive-compulsive disorder,improves clinical symptoms,,protocol,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is protocol; source_type says primary_study but paper_type is weak; high evidence attached to weak paper_type; full_text_seen still points to abstract snippet,401,2026-03-12T15:16:48.883038+00:00
10.3389/fpsyt.2024.1416420,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields,Psilocybin for major depressive disorder: a systematic review of randomized controlled studies,mixed,2024,doi,primary_study,"Abstract snippet: Objectives The purpose of this systematic review of randomized controlled trials (RCTs) was to evaluate the effectiveness, safety, and tolerability of psilocybin in adult",Lijuan Li; Mo Yu; Zhan-Ming Shi; Xingbing Huang; Yu-Ping Ning; Huawang Wu; Xin-Hu Yang; Wei Zheng,full_text_seen,Major depressive disorder,Psilocybin,,high,randomized_controlled_trial,preclinical,adults with major depressive disorder,reduces depressive symptoms,MADRS,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; source_type says primary_study but paper_type is weak; high evidence attached to weak paper_type; full_text_seen still points to abstract snippet,404,2026-03-12T15:16:48.883038+00:00
10.3390/brainsci14030248,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,A Systematic Review of the Neurocognitive Effects of Psychedelics in Healthy Populations: Implications for Depressive Disorders and Post-Traumatic Stress Disorder,abstract,2024,doi,primary_study,Abstract snippet: Objective: This study aims to provide an overview of pharmacological trials that examine the neurocognitive effects of psychedelics among healthy individuals and patients,Mario Renato Velit-Salazar; Paulo Shiroma; Eloise Cherian,abstract_only,Major depressive disorder,Psilocybin,,high,randomized_controlled_trial,preclinical,adults with major depressive disorder,no significant change in depressive symptoms,,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; source_type says primary_study but paper_type is weak; high evidence attached to weak paper_type; abstract_only,411,2026-03-12T15:16:48.883038+00:00
10.3390/healthcare12161560,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,The Efficacy of Ketamine for Acute and Chronic Pain in Patients with Cancer: A Systematic Review of Randomized Controlled Trials,abstract,2024,doi,primary_study,"Abstract snippet: Managing cancer-related pain poses significant challenges, prompting research into alternative approaches such as ketamine. This systematic review aims to analyze and sum",Leila Azari; Homa Hemati; Ronia Tavasolian; Sareh Shahdab; Stephanie M. Tomlinson; Margarita Bobonis Babilonia; Jeffrey Huang; Danielle B. Tometich; Kea Turner; Kimia Saleh Anaraki,abstract_only,Chronic pain,Ketamine,,high,randomized_controlled_trial,preclinical,adults with chronic pain,improves clinical symptoms,,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; source_type says primary_study but paper_type is weak; high evidence attached to weak paper_type; abstract_only,413,2026-03-12T15:16:48.883038+00:00
10.3390/healthcare13212668,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,A Systematic Review and Meta-Analysis Investigating the Efficacy of Various Psychedelic Drugs for the Treatment of Substance Use Disorder,abstract,2025,doi,primary_study,Abstract snippet: Objectives: This study investigates psychedelic drugs to treat substance use disorder (SUD). Researchers have recently begun conducting clinical trials of psychedelic tre,Eve E. Keighley; Eid Abo Hamza; Dalia Bedewy; Shahed Nalla; Ahmed A. Moustafa,abstract_only,Substance use disorder,Psilocybin,,low,preclinical_study,preclinical,adults with substance use disorder,improves clinical symptoms,,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; source_type says primary_study but paper_type is weak; abstract_only,414,2026-03-12T15:16:48.883038+00:00
10.3390/psychoactives3040029,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,"Rapid and Prolonged Antidepressant and Antianxiety Effects of Psychedelics and 3,4-Methylenedioxy-methamphetamine—A Systematic Review and Meta-Analysis",abstract,2024,doi,primary_study,"Abstract snippet: Background: There is ongoing research into the potential use of psychedelics and 3,4-methylenedioxy-methamphetamine (MDMA) as alternatives to commonly used medications fo",Dimy Fluyau; Vasanth Kattalai Kailasam; Neelambika Revadigar,abstract_only,Major depressive disorder,Psilocybin,,high,randomized_controlled_trial,clinical,adults with major depressive disorder,reduces depressive symptoms,STAI,protocol,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is protocol; source_type says primary_study but paper_type is weak; high evidence attached to weak paper_type; abstract_only,420,2026-03-12T15:16:48.883038+00:00
10.36076/ppj.2023.26.e111,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields,Effects of Ketamine on Chronic Postsurgical Pain in Patients Undergoing Surgery: A Systematic Review and Meta-analysis,table,2023,doi,primary_study,"Abstract snippet: BACKGROUND: Chronic postsurgical pain (CPSP) has become a common complication during the perioperative period. The efficacy of one of the most potent strategies, ketamine",Wanchen Sun,full_text_seen,Chronic pain,Ketamine,,high,randomized_controlled_trial,preclinical,adults with chronic pain,improves clinical symptoms,,protocol,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is protocol; source_type says primary_study but paper_type is weak; high evidence attached to weak paper_type; full_text_seen still points to abstract snippet,422,2026-03-12T15:16:48.883038+00:00
10.3892/etm.2023.11810,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields,Esketamine for treatment‑resistant depression: A review of clinical evidence (Review),mixed,2023,doi,primary_study,"Abstract snippet: Treatment-resistant depression (TRD) is a challenge for psychiatrists, even after more than seven decades since the first antidepressants were used in clinical practice.",Octavian Vasiliu,full_text_seen,Treatment-resistant depression,S-ketamine,,low,preclinical_study,preclinical,adults with treatment-resistant depression,reduces depressive symptoms,MADRS,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; source_type says primary_study but paper_type is weak; full_text_seen still points to abstract snippet,423,2026-03-12T15:16:48.883038+00:00
10.51731/cjht.2023.809,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields,Ketamine for Chronic Non-Cancer Pain: A 2023 Update,mixed,2023,doi,primary_study,"Abstract snippet: What Is the Issue?&#x0D; &#x0D; Doctors use ketamine to induce loss of consciousness as general anesthesia during surgery. At low doses that do not produce dissociation,",Khai Tran; Danielle MacDougall,full_text_seen,Chronic pain,Ketamine,,high,randomized_controlled_trial,preclinical,adults with chronic pain,improves clinical symptoms,,protocol,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is protocol; source_type says primary_study but paper_type is weak; high evidence attached to weak paper_type; full_text_seen still points to abstract snippet,427,2026-03-12T15:16:48.883038+00:00
